"X","gender","d_age","samerace","pref_o_attractive","pref_o_sincere","pref_o_intelligence","attractive_o","sinsere_o","intelligence_o","attractive_important","sincere_important","intellicence_important","attractive","sincere","intelligence","attractive_partner","intelligence_partner","sincere_partner","interests_correlate","like","guess_prob_liked","decision","decision_o","match"
257,"F",5,1,4,2,3,6,8,8,2,3,3,7,9,9,7,7,7,0.05,7,6,0,0,0
258,"F",2,0,3,3,3,7,7,6,2,3,3,7,9,9,6,7,7,-0.04,6,5,0,1,0
259,"F",0,0,4,2,3,7,7,7,2,3,3,7,9,9,6,7,8,-0.12,7,7,0,1,0
260,"F",4,1,3,2,4,7,5,7,2,3,3,7,9,9,6,8,6,-0.07,7,7,0,1,0
261,"F",6,1,2,3,2,7,7,9,2,3,3,7,9,9,4,7,7,-0.01,7,6,0,0,0
262,"F",1,1,5,2,3,8,8,8,2,3,3,7,9,9,8,7,7,0.48,8,7,1,0,0
263,"F",1,1,5,3,3,8,7,8,2,3,3,7,9,9,6,7,8,0.49,7,6,0,1,0
264,"F",4,0,3,3,3,8,9,9,2,3,3,7,9,9,8,7,7,-0.22,6,4,0,1,0
265,"F",0,0,3,3,3,8,10,9,3,3,2,7,9,7,7,9,8,-0.12,6,4,0,0,0
266,"F",5,0,4,3,2,5,5,5,3,3,2,7,9,7,5,8,8,0.09,7,3,0,1,0
267,"F",2,0,3,3,3,8,9,7,3,3,2,7,9,7,6,8,7,0.58,7,5,0,1,0
268,"F",1,1,3,4,4,8,5,6,3,3,2,7,9,7,4,10,5,-0.2,4,5,0,1,0
269,"F",1,1,3,2,3,7,6,6,3,3,2,7,9,7,6,9,7,-0.29,5,4,0,1,0
270,"F",3,1,3,2,3,7,6,6,3,3,2,7,9,7,6,7,8,-0.01,7,5,0,1,0
271,"F",1,1,3,4,3,10,8,7,3,3,2,7,9,7,7,8,8,-0.24,8,7,0,1,0
272,"F",5,1,3,3,3,6,7,5,3,3,2,7,9,7,3,9,8,-0.05,8,4,0,1,0
273,"F",3,1,4,2,3,9,8,7,3,3,2,7,9,7,7,8,8,0.38,7,6,0,1,0
274,"F",0,0,3,3,3,9,8,7,3,3,2,7,9,7,8,9,8,0.06,9,8,0,1,0
275,"F",2,0,4,2,3,7,7,7,3,3,2,7,9,7,9,9,8,0.35,8,7,0,1,0
276,"F",2,1,3,2,4,6,4,7,3,3,2,7,9,7,6,8,5,0.11,6,7,0,0,0
277,"F",4,1,2,3,2,8,7,7,3,3,2,7,9,7,5,7,4,0.28,5,4,0,1,0
278,"F",3,1,5,2,3,9,8,8,3,3,2,7,9,7,7,9,8,0.11,7,7,0,1,0
279,"F",3,1,5,3,3,8,9,9,3,3,2,7,9,7,5,8,8,-0.15,6,7,0,1,0
280,"F",2,0,3,3,3,8,9,8,3,3,2,7,9,7,7,7,7,0.53,7,5,0,1,0
281,"F",2,0,3,3,3,8,9,9,3,3,3,7,8,8,2,5,5,-0.38,2,2,0,0,0
282,"F",7,0,4,3,2,5,5,5,3,3,3,7,8,8,2,5,5,-0.05,2,2,0,1,0
283,"F",0,0,3,3,3,7,8,8,3,3,3,7,8,8,2,5,5,0.04,3,2,0,1,0
284,"F",1,1,3,4,4,6,5,7,3,3,3,7,8,8,2,7,6,-0.02,2,3,0,1,0
285,"F",1,1,3,2,3,8,7,7,3,3,3,7,8,8,3,7,8,0.46,5,4,0,1,0
286,"F",5,1,3,2,3,7,6,8,3,3,3,7,8,8,4,6,7,-0.06,2,2,0,1,0
287,"F",3,1,3,4,3,10,9,9,3,3,3,7,8,8,7,5,4,0.22,6,5,0,1,0
288,"F",7,1,3,3,3,5,6,6,3,3,3,7,8,8,3,6,7,-0.05,2,2,0,1,0
289,"F",1,1,4,2,3,9,8,7,3,3,3,7,8,8,6,5,5,0.29,4,4,0,1,0
290,"F",2,0,3,3,3,9,8,7,3,3,3,7,8,8,5,8,8,0.02,5,5,0,1,0
291,"F",4,0,4,2,3,8,7,7,3,3,3,7,8,8,7,6,6,0.21,8,5,0,1,0
292,"F",0,1,3,2,4,7,3,5,3,3,3,7,8,8,6,6,7,0.05,6,4,0,1,0
293,"F",2,1,2,3,2,8,7,7,3,3,3,7,8,8,2,6,7,0.06,5,4,0,1,0
294,"F",5,1,5,2,3,9,9,9,3,3,3,7,8,8,6,8,8,0.08,6,6,0,1,0
295,"F",5,1,5,3,3,8,8,7,3,3,3,7,8,8,2,7,8,0.16,3,3,0,1,0
296,"F",0,0,3,3,3,8,9,8,3,3,3,7,8,8,6,6,6,0.03,6,5,0,1,0
297,"F",3,0,3,3,3,9,8,6,2,2,2,6,6,7,2,6,6,-0.13,3,3,0,0,0
298,"F",8,0,4,3,2,8,8,8,2,2,2,6,6,7,1,4,6,-0.04,2,1,0,1,0
299,"F",1,0,3,3,3,8,9,8,2,2,2,6,6,7,1,6,4,-0.07,2,2,0,1,0
300,"F",2,0,3,4,4,7,6,5,2,2,2,6,6,7,1,7,6,-0.16,2,3,0,1,0
301,"F",2,0,3,2,3,9,7,7,2,2,2,6,6,7,1,4,3,0.44,1,4,0,1,0
302,"F",6,0,3,2,3,8,8,7,2,2,2,6,6,7,3,6,6,-0.27,1,2,0,1,0
303,"F",4,0,3,4,3,9,8,8,2,2,2,6,6,7,8,6,7,0.29,6,5,1,1,1
304,"F",8,0,3,3,3,7,5,6,2,2,2,6,6,7,1,5,4,-0.28,3,5,0,1,0
305,"F",0,0,4,2,3,8,8,5,2,2,2,6,6,7,4,4,6,-0.35,3,1,0,1,0
306,"F",3,0,3,3,3,8,8,7,2,2,2,6,6,7,4,4,5,0.13,2,3,0,1,0
307,"F",5,0,4,2,3,8,7,7,2,2,2,6,6,7,6,6,5,-0.23,4,4,1,1,1
308,"F",1,0,3,2,4,8,4,4,2,2,2,6,6,7,1,6,2,0.2,2,3,0,1,0
309,"F",1,0,2,3,2,8,7,7,2,2,2,6,6,7,1,7,3,-0.31,1,3,0,1,0
310,"F",6,0,5,2,3,8,8,8,2,2,2,6,6,7,6,8,4,-0.07,3,3,0,1,0
311,"F",6,0,5,3,3,9,9,8,2,2,2,6,6,7,2,7,4,-0.06,1,2,0,1,0
312,"F",1,0,3,3,3,9,8,9,2,2,2,6,6,7,5,6,6,-0.16,4,1,0,1,0
313,"F",1,0,3,3,3,8,8,7,3,3,3,7,8,7,3,6,6,0,2,4,0,0,0
314,"F",4,0,4,3,2,8,8,8,2,3,3,7,8,7,2,5,6,0,2,2,0,1,0
315,"F",3,0,3,3,3,7,10,9,3,3,3,7,8,7,3,8,5,0,3,3,0,1,0
316,"F",2,1,3,4,4,5,6,6,3,3,3,7,8,7,4,5,6,0,3,4.5,0,0,0
317,"F",2,1,3,2,3,5,5,5,2,2,3,7,8,7,4,7,6,0,2,4,0,1,0
318,"F",2,1,3,2,3,7,7,7,2,2,3,7,8,7,4,5,6,0,3,3,0,1,0
319,"F",0,1,3,4,3,7,7,7,3,3,3,7,8,7,7,8,8,0,7.5,6.5,1,1,1
320,"F",4,1,3,3,3,5,6,7,3,3,3,7,8,7,4,6,6,0,2,5,0,1,0
321,"F",4,1,4,2,3,7,8,5,2,3,3,7,8,7,6,5,6,0,4,4,0,0,0
322,"F",1,0,3,3,3,7,8,8,3,3,3,7,8,7,3,7,5,0,4,3,0,1,0
323,"F",1,0,4,2,3,6,8,8,2,3,3,7,8,7,5,9,8,0,3,5,0,0,0
324,"F",3,1,3,2,4,6,7,7,2,3,3,7,8,7,5,6,4.5,0,4.5,4.5,1,0,0
325,"F",5,1,2,3,2,5,6,7,2,2,3,7,8,7,6,7,7,0,6,5,0,0,0
326,"F",2,1,5,2,3,7,8,8,2,2,3,7,8,7,6,7,6,0,8,5.5,1,0,0
327,"F",2,1,5,3,3,7,8,7,3,3,3,7,8,7,4,6.5,5,0,4,4,0,0,0
328,"F",3,0,3,3,3,9,9,10,3,3,3,7,8,7,4,6,6,0,4,4,0,1,0
329,"F",3,0,3,3,3,5,6,3,3,3,2,6,9,8,4,4,9,0.11,5,4,0,0,0
330,"F",8,0,4,3,2,8,8,8,3,3,2,6,9,8,4,6,8,-0.57,4,4,0,0,0
331,"F",1,0,3,3,3,3,8,7,3,3,2,6,9,8,6,7,8,0.1,6,3,0,0,0
332,"F",2,1,3,4,4,4,4,5,3,3,2,6,9,8,5,5,7,0.31,5,4,0,0,0
333,"F",2,1,3,2,3,7,6,7,3,3,2,6,9,8,8,7,6,-0.41,6,4,1,1,1
334,"F",6,1,3,2,3,8,8,6,3,3,2,6,9,8,6,7,8,0.08,6,4,1,1,1
335,"F",4,1,3,4,3,6,7,6,3,3,2,6,9,8,8,6,6,0.1,7,4,1,0,0
336,"F",8,1,3,3,3,5,6,5,3,3,2,6,9,8,5,6,6,0.04,6,4,0,0,0
337,"F",0,1,4,2,3,6,8,9,3,3,2,6,9,8,8,8,7,0.11,8,5,1,0,0
338,"F",3,0,3,3,3,7,8,8,3,3,2,6,9,8,7,6,5,0.2,5,6,0,1,0
339,"F",5,0,4,2,3,6,7,7,3,3,2,6,9,8,7,7,7,0.54,7,5,1,0,0
340,"F",1,1,3,2,4,5,8,5,3,3,2,6,9,8,6,7,7,-0.05,6,5,1,0,0
341,"F",1,1,2,3,2,5,7,6,3,3,2,6,9,8,6,8,8,0.42,8,7,1,0,0
342,"F",6,1,5,2,3,6,8,8,3,3,2,6,9,8,9,8,8,0.06,8,5,1,0,0
343,"F",6,1,5,3,3,5,8,7,3,3,2,6,9,8,6,6,7,-0.16,6,4,0,0,0
344,"F",1,0,3,3,3,6,8,8,3,3,2,6,9,8,6,7,8,0.52,6,6,1,0,0
345,"F",2,0,3,3,3,6,6,8,2,3,3,7,8,9,3,6,6,0.19,6,5,0,0,0
346,"F",7,0,4,3,2,10,10,10,2,3,3,7,8,9,8,8,9,-0.44,8,5,0,0,0
347,"F",0,0,3,3,3,4,7,7,2,3,3,7,8,9,6,8,7,0.46,8,6,0,0,0
348,"F",1,1,3,4,4,3,4,7,2,3,3,7,8,9,4,6,6,0.21,6,5,0,0,0
349,"F",1,1,3,2,3,7,7,7,2,3,3,7,8,9,6,7,9,-0.27,7,4,0,1,0
350,"F",5,1,3,2,3,6,6,6,2,3,3,7,8,9,4,5,5,-0.41,4,3,0,1,0
351,"F",3,1,3,4,3,6,8,8,2,3,3,7,8,9,8,7,7,-0.02,7,6,0,0,0
352,"F",7,1,3,3,3,9,5,6,2,3,3,7,8,9,5,5,5,0.09,8,6,0,0,0
353,"F",1,1,4,2,3,5,6,5,2,3,3,7,8,9,7,5,7,0.39,8,7,0,0,0
354,"F",2,0,3,3,3,7,7,7,2,3,3,7,8,9,8,7,7,0.16,9,7,1,1,1
355,"F",4,0,4,2,3,6,7,7,2,3,3,7,8,9,7,8,7,0.51,8,4,1,0,0
356,"F",0,1,3,2,4,3,5,6,2,3,3,7,8,9,5,5,5,-0.27,4,4,0,0,0
357,"F",2,1,2,3,2,6,7,7,2,3,3,7,8,9,3,8,7,0.11,7,7,0,0,0
358,"F",5,1,5,2,3,6,8,8,2,3,3,7,8,9,7,8,7,0.16,9,6,1,0,0
359,"F",5,1,5,3,3,6,8,8,2,3,3,7,8,9,3,8,5,0.21,6,5,0,0,0
360,"F",0,0,3,3,3,7,9,10,2,3,3,7,8,9,7,8,7,0.49,8,5,1,1,1
361,"F",1,0,3,3,3,7,5,4,4,2,3,8,8,9,4,6,6,-0.19,5,4,0,0,0
362,"F",6,0,4,3,2,8,8,8,4,2,3,8,8,9,3,6,6,-0.43,6,5,0,0,0
363,"F",1,0,3,3,3,8,7,8,4,2,3,8,8,9,4,6,5,0.47,5,3,0,0,0
364,"F",0,1,3,4,4,6,6,6,4,2,3,8,8,9,4,6,5,-0.48,5,4,0,1,0
365,"F",0,1,3,2,3,9,7,7,4,2,3,8,8,9,4,7,6,0,5,4,0,1,0
366,"F",4,1,3,2,3,9,8,8,4,2,3,8,8,9,4,7,5,-0.38,5,4,0,1,0
367,"F",2,1,3,4,3,9,6,7,4,2,3,8,8,9,9,7,6,-0.34,7,4,0,1,0
368,"F",6,1,3,3,3,7,6,6,4,2,3,8,8,9,2,4,3,-0.27,4,3,0,1,0
369,"F",2,1,4,2,3,7,7,7,4,2,3,8,8,9,8,8,9,0.52,8,8,1,1,1
370,"F",1,0,3,3,3,9,7,8,4,2,3,8,8,9,7,8,8,-0.57,7,8,1,1,1
371,"F",3,0,4,2,3,8,8,8,4,2,3,8,8,9,9,8,7,-0.04,9,9,1,1,1
372,"F",1,1,3,2,4,7,7,7,4,2,3,8,8,9,4,5,6,-0.35,5,4,0,1,0
373,"F",3,1,2,3,2,8,8,8,4,2,3,8,8,9,3,8,8,0.03,6,4,0,1,0
374,"F",4,1,5,2,3,8,8,9,4,2,3,8,8,9,7,7,7,0.4,6.5,6,0,1,0
375,"F",4,1,5,3,3,8,8,8,4,2,3,8,8,9,4,6,5,0.26,5,5,0,1,0
376,"F",1,0,3,3,3,8,10,10,4,2,3,8,8,9,9,7,8,-0.32,8.5,9,1,1,1
377,"F",2,1,3,3,3,8,10,10,6,1,6,7,5,9,4,7,8,-0.05,5,5,0,0,0
378,"F",3,1,4,3,2,10,10,10,6,1,6,7,5,9,7,9,8,-0.22,7,5,0,0,0
379,"F",4,1,3,3,3,5,9,10,6,1,6,7,5,9,5,6,6,0.54,6,5,0,0,0
380,"F",3,0,3,4,4,5,6,7,6,1,6,7,5,9,5,7,7,-0.13,5,3,0,0,0
381,"F",3,0,3,2,3,7,6,6,6,1,6,7,5,9,5,9,7,-0.11,6,3,0,1,0
382,"F",1,0,3,2,3,9,8,8,6,1,6,7,5,9,8,9,8,-0.19,8,5,0,1,0
383,"F",1,0,3,4,3,8,9,8,6,1,6,7,5,9,8,8,9,-0.33,8,5,0,1,0
384,"F",3,0,3,3,3,5,7,7,6,1,6,7,5,9,7,8,9,0.06,6,5,0,1,0
385,"F",5,0,4,2,3,5,6,8,6,1,6,7,5,9,7,7,8,0.52,7,2,0,0,0
386,"F",2,1,3,3,3,7,7,8,6,1,6,7,5,9,6,9,8,0,7,5,0,1,0
387,"F",0,0,4,2,3,6,7,7,6,1,6,7,5,9,7,8,8,0.12,6,3,0,1,0
388,"F",4,0,3,2,4,8,7,7,6,1,6,7,5,9,5,7,6,-0.41,5,3,0,0,0
389,"F",6,0,2,3,2,6,7,7,6,1,6,7,5,9,4,6,7,0.17,5,3,0,1,0
390,"F",1,0,5,2,3,8,9,9,6,1,6,7,5,9,7,9,6,0.5,7,5,0,1,0
391,"F",1,0,5,3,3,7,8,8,6,1,6,7,5,9,7,9,6,0.19,7,5,0,1,0
392,"F",4,0,3,3,3,6,8,10,6,1,6,7,5,9,8,7,8,0.2,7,3,0,0,0
393,"F",5,0,3,3,3,6,10,10,4,3,4,6,8,6,6,7,8,-0.29,8,5,1,0,0
394,"F",0,0,4,3,2,10,10,10,4,3,4,6,8,6,2,7,6,0.41,5,2,0,1,0
395,"F",7,0,3,3,3,6,10,10,4,3,4,6,8,6,6,6,8,0.77,5,3,0,0,0
396,"F",6,1,3,4,4,4,4,7,4,3,4,6,8,6,5,7,7,0.09,6,3,1,0,0
397,"F",6,1,3,2,3,6,7,7,4,3,4,6,8,6,5,6,6,-0.15,4,2,0,1,0
398,"F",2,1,3,2,3,6,5,7,4,3,4,6,8,6,6,7,6,-0.41,5,2,0,0,0
399,"F",4,1,3,4,3,6,8,7,4,3,4,6,8,6,8,9,7,-0.49,6,2,0,0,0
400,"F",0,1,3,3,3,5,6,7,4,3,4,6,8,6,4,6,5,-0.18,6,2,0,1,0
401,"F",8,1,4,2,3,5,8,8,4,3,4,6,8,6,8,6,7,0.21,7,3,1,0,0
402,"F",5,0,3,3,3,7,7,8,4,3,4,6,8,6,6,8,7,-0.15,7,2,0,1,0
403,"F",3,0,4,2,3,6,8,8,4,3,4,6,8,6,7,7,9,-0.46,7,3,1,0,0
404,"F",7,1,3,2,4,6,9,8,4,3,4,6,8,6,7,9,5,0.3,3,1,0,0,0
405,"F",9,1,2,3,2,5,7,6,4,3,4,6,8,6,9,8,9,-0.22,8,4,1,0,0
406,"F",2,1,5,2,3,7,9,9,4,3,4,6,8,6,8,5,7,-0.24,6,3,0,0,0
407,"F",2,1,5,3,3,5,8,8,4,3,4,6,8,6,5,5,6,-0.29,5,2,0,0,0
408,"F",7,0,3,3,3,6,9,9,4,3,4,6,8,6,7,6,7,-0.15,5,2,0,0,0
409,"F",4,1,3,3,3,8,7,6,4,1,4,7,7,7,4,5,4,0.01,5,6,0,0,0
410,"F",9,1,4,3,2,10,10,10,4,1,4,7,7,7,3,7,4,-0.2,5,7,0,1,0
411,"F",2,1,3,3,3,6,9,7,4,1,4,7,7,7,5,5,4,0.35,5,5,0,0,0
412,"F",3,0,3,4,4,6,5,5,4,1,4,7,7,7,4,6,4,-0.07,5,4,0,0,0
413,"F",3,0,3,2,3,8,7,8,4,1,4,7,7,7,4,5,6,-0.24,5,4,0,1,0
414,"F",7,0,3,2,3,7,7,7,4,1,4,7,7,7,4,6,5,-0.05,5,3,0,1,0
415,"F",5,0,3,4,3,7,7,7,4,1,4,7,7,7,9,9,8,-0.08,8,8,1,1,1
416,"F",9,0,3,3,3,5,6,7,4,1,4,7,7,7,3,5,3,0.12,5,4,0,1,0
417,"F",1,0,4,2,3,7,7,7,4,1,4,7,7,7,5,3,4,0.43,4,4,0,1,0
418,"F",4,1,3,3,3,8,8,7,4,1,4,7,7,7,7,8,8,-0.01,7,7,1,1,1
419,"F",6,0,4,2,3,7,7,7,4,1,4,7,7,7,4,6,4,0.68,5,5,0,1,0
420,"F",2,0,3,2,4,6,6,8,4,1,4,7,7,7,3,4,3,-0.19,3,3,0,0,0
421,"F",0,0,2,3,2,6,6,6,4,1,4,7,7,7,4,5,4,0.35,4,3,0,0,0
422,"F",7,0,5,2,3,8,8,8,4,1,4,7,7,7,5,6,4,0.24,5,4,0,1,0
423,"F",7,0,5,3,3,8,8,7,4,1,4,7,7,7,4,6,6,0.16,5,4,0,1,0
424,"F",2,0,3,3,3,8,9,10,4,1,4,7,7,7,4,5,4,0.5,5,3,0,1,0
425,"F",0,0,3,3,3,5,6,6,3,3,3,8,9,9,6,9,8,-0.25,7,7,1,0,0
426,"F",5,0,4,3,2,10,5,10,3,3,3,8,9,9,5,8,9,-0.27,6,7,0,0,0
427,"F",2,0,3,3,3,3,8,7,3,3,3,8,9,9,6,9,8,0.19,8,6,0,0,0
428,"F",1,1,3,4,4,7,4,7,3,3,3,8,9,9,6,8,8,0.26,8,8,0,1,0
429,"F",1,1,3,2,3,8,7,8,3,3,3,8,9,9,5,7,8,-0.09,6,6,0,1,0
430,"F",3,1,3,2,3,8,6,7,3,3,3,8,9,9,7,9,8,-0.01,8,8,1,1,1
431,"F",1,1,3,4,3,8,8,8,3,3,3,8,9,9,8,9,8,0.01,8,8,1,1,1
432,"F",5,1,3,3,3,7,5,6,3,3,3,8,9,9,5,8,6,-0.21,6,8,0,1,0
433,"F",3,1,4,2,3,7,7,8,3,3,3,8,9,9,8,7,8,0.45,7,7,1,0,0
434,"F",0,0,3,3,3,8,8,10,3,3,3,8,9,9,7,9,9,0.18,8,8,1,1,1
435,"F",2,0,4,2,3,7,7,7,3,3,3,8,9,9,6,8,8,0.27,8,10,1,1,1
436,"F",2,1,3,2,4,8,4,8,3,3,3,8,9,9,8,6,8,0.09,7,5,1,0,0
437,"F",4,1,2,3,2,7,7,8,3,3,3,8,9,9,6,10,7,0.43,7,8,0,1,0
438,"F",3,1,5,2,3,8,7,8,3,3,3,8,9,9,8,8,8,-0.2,8,7,1,1,1
439,"F",3,1,5,3,3,8,8,9,3,3,3,8,9,9,6,8,8,-0.29,7,8,0,1,0
440,"F",2,0,3,3,3,8,8,8,3,3,3,8,9,9,6,8,8,0.33,8,8,0,1,0
441,"F",1,0,3,3,3,5,8,9,3,3,3,8,7,8,2,2,5,-0.04,2,5,0,0,0
442,"F",4,0,4,3,2,5,5,5,3,3,3,8,7,8,1,2,2,-0.39,2,5,0,0,0
443,"F",3,0,3,3,3,4,7,7,3,3,3,8,7,8,2,4,2,0.29,2,3,0,0,0
444,"F",2,1,3,4,4,6,5,5,3,3,3,8,7,8,1,1,1,0.05,1,6,0,1,0
445,"F",2,1,3,2,3,7,7,7,3,3,3,8,7,8,1,1,1,0.48,1,5,0,1,0
446,"F",2,1,3,2,3,7,7,8,3,3,3,8,7,8,2,5,2,-0.06,3,5,0,1,0
447,"F",0,1,3,4,3,6,7,8,3,3,3,8,7,8,2,4,5,0.29,3,5,0,0,0
448,"F",4,1,3,3,3,6,6,6,3,3,3,8,7,8,1,5,3,0.16,1,6,0,1,0
449,"F",4,1,4,2,3,6,8,7,3,3,3,8,7,8,3,2,1,0.28,2,5,0,0,0
450,"F",1,0,3,3,3,8,8,7,3,3,3,8,7,8,4,8,5,0,8,5,1,1,1
451,"F",1,0,4,2,3,7,7,7,3,3,3,8,7,8,5,8,4,-0.02,5,3,0,0,0
452,"F",3,1,3,2,4,5,6,8,3,3,3,8,7,8,5,6,2,-0.47,5,6,1,1,1
453,"F",5,1,2,3,2,6,6,6,3,3,3,8,7,8,1,5,5,-0.15,3,6,0,1,0
454,"F",2,1,5,2,3,7,8,8,3,3,3,8,7,8,9,8,8,0.77,7,6,1,0,0
455,"F",2,1,5,3,3,9,8,7,3,3,3,8,7,8,3,6,4,0.83,4,5,0,0,0
456,"F",3,0,3,3,3,6,9,9,3,3,3,8,7,8,5,8,6,-0.12,5,5,0,1,0
457,"F",2,0,3,3,3,4,6,8,2,2,4,7,8,7,2,5,4,0.13,3,6,0,0,0
458,"F",3,0,4,3,2,5,5,5,2,2,4,7,8,7,2,6,5,-0.14,3,5,0,0,0
459,"F",4,0,3,3,3,4,8,9,2,2,4,7,8,7,4,6,4,0.07,4,5,1,0,0
460,"F",3,1,3,4,4,4,6,7,2,2,4,7,8,7,4,8,7,-0.02,3,2,0,0,0
461,"F",3,1,3,2,3,5,5,6,2,2,4,7,8,7,7,8,6,0.31,7,7,1,1,1
462,"F",1,1,3,2,3,6,7,6,2,2,4,7,8,7,6,7,4,-0.01,4,3,0,1,0
463,"F",1,1,3,4,3,6,8,9,2,2,4,7,8,7,8,9,5,0.09,6,6,1,0,0
464,"F",3,1,3,3,3,6,3,8,2,2,4,7,8,7,3,7,5,0.32,5,5,0,0,0
465,"F",5,1,4,2,3,3,6,6,2,2,4,7,8,7,8,6,5,0.57,7,6,1,0,0
466,"F",2,0,3,3,3,6,8,8,2,2,4,7,8,7,6,5,5,-0.01,3,3,0,0,0
467,"F",0,0,4,2,3,5,7,7,2,2,4,7,8,7,6,6,3,0.02,5,4,1,0,0
468,"F",4,1,3,2,4,2,9,9,2,2,4,7,8,7,7,7,4,-0.47,6,2,1,0,0
469,"F",6,1,2,3,2,5,7,6,2,2,4,7,8,7,2,6,6,-0.05,5,5,1,1,1
470,"F",1,1,5,2,3,7,8,8,2,2,4,7,8,7,7,7,7,0.46,6,4,1,0,0
471,"F",1,1,5,3,3,6,8,7,2,2,4,7,8,7,4,4,3,0.68,3,3,0,0,0
472,"F",4,0,3,3,3,6,9,9,2,2,4,7,8,7,5,6,7,-0.27,4,4,1,0,0
473,"F",2,0,3,3,3,8,9,10,6,2,3,8,2,7,2,10,8,-0.15,5,1,0,0,0
474,"F",7,0,4,3,2,5,5,5,6,2,3,8,2,7,1,10,1,-0.19,1,1,0,0,0
475,"F",0,0,3,3,3,6,10,9,6,2,3,8,2,7,8,10,8,0.13,8,1,0,0,0
476,"F",1,0,3,4,4,4,6,7,6,2,3,8,2,7,3,10,7,-0.61,5,1,0,0,0
477,"F",1,0,3,2,3,7,6,6,6,2,3,8,2,7,5,7,10,-0.16,5,1,0,1,0
478,"F",5,0,3,2,3,6,6,7,6,2,3,8,2,7,6,8,6,-0.19,4,1,0,1,0
479,"F",3,0,3,4,3,8,8,8,6,2,3,8,2,7,10,6,6,-0.32,6,2,0,1,0
480,"F",7,0,3,3,3,6,7,7,6,2,3,8,2,7,7,7,9,-0.14,8,2,0,1,0
481,"F",1,0,4,2,3,7,7,7,6,2,3,8,2,7,8,5,6,0.37,8,4,1,0,0
482,"F",2,0,3,3,3,8,7,7,6,2,3,8,2,7,9,9,9,-0.36,7,2,1,1,1
483,"F",4,1,4,2,3,6,7,7,6,2,3,8,2,7,8,8,8,0.41,7,6,1,1,1
484,"F",0,0,3,2,4,6,8,8,6,2,3,8,2,7,8,9,7,-0.3,7,1,0,0,0
485,"F",2,0,2,3,2,7,7,7,6,2,3,8,2,7,2,9,9,0.32,6,2,0,0,0
486,"F",5,0,5,2,3,6,9,9,6,2,3,8,2,7,3,9,9,0.22,2,1,0,0,0
487,"F",5,0,5,3,3,6,8,9,6,2,3,8,2,7,3,9,9,0.11,5,1,0,0,0
488,"F",0,1,3,3,3,8,10,10,6,2,3,8,2,7,8,8,8,0.11,9,6,1,1,1
489,"F",1,0,3,3,3,3,10,9,3,3,3,6,9,6,6,9,7,0.07,7,6,1,0,0
490,"F",6,0,4,3,2,5,5,5,3,3,3,6,9,6,3,9,10,-0.43,5,5,0,0,0
491,"F",1,0,3,3,3,4,9,8,3,3,3,6,9,6,5,9,5,0.52,6.5,6,1,0,0
492,"F",0,0,3,4,4,3,7,7,3,3,3,6,9,6,7,8,9,-0.23,8,7,1,0,0
493,"F",0,0,3,2,3,8,5,5,3,3,3,6,9,6,4,7,7,-0.01,2,1,0,1,0
494,"F",4,0,3,2,3,5,7,5,3,3,3,6,9,6,4,7,5,-0.08,5,1,0,0,0
495,"F",2,0,3,4,3,6,8,7,3,3,3,6,9,6,8,9,6,-0.17,5,2,0,0,0
496,"F",6,0,3,3,3,3,7,6,3,3,3,6,9,6,5,8,5,0.12,7,5,1,1,1
497,"F",2,0,4,2,3,3,5,5,3,3,3,6,9,6,8,6,5,0.5,7,3,1,0,0
498,"F",1,0,3,3,3,7,8,7,3,3,3,6,9,6,5,7,7,-0.32,6,3,0,0,0
499,"F",3,0,4,2,3,6,7,7,3,3,3,6,9,6,5,8,6,0.02,7,5,1,0,0
500,"F",1,0,3,2,4,1,8,8,3,3,3,6,9,6,3,8,1,-0.46,1,1,0,0,0
501,"F",3,0,2,3,2,4,6,6,3,3,3,6,9,6,3,9,9,0.01,6,2,1,0,0
502,"F",4,0,5,2,3,5,8,8,3,3,3,6,9,6,8,9,7,0.72,7,5,1,0,0
503,"F",4,0,5,3,3,3,8,7,3,3,3,6,9,6,4,8,8,0.54,5,3,0,0,0
504,"F",1,0,3,3,3,5,9,10,3,3,3,6,9,6,6,8,7,-0.08,7,3,0,0,0
505,"M",4,1,2,2,3,6,8,7,3,3,3,3,10,8,3,10,10,-0.23,4,1,0,0,0
506,"M",2,0,3,3,3,5,7,7,3,3,3,3,10,8,4,8,10,0.29,3,1,0,0,0
507,"M",4,1,2,3,5,5,7,6,3,3,3,3,10,8,5,3,4,0.22,1,1,0,1,0
508,"M",2,0,2,3,3,5,6,7,3,3,3,3,10,8,5,9,10,-0.31,2,3,0,0,0
509,"M",0,0,3,3,2,7,8,9,3,3,3,3,10,8,8,9,10,-0.12,3,1,0,0,0
510,"M",2,0,3,3,3,2,5,5,3,3,3,3,10,8,8,9,9,-0.38,3,1,0,0,0
511,"M",3,0,2,2,2,2,6,6,3,3,3,3,10,8,9,6,8,-0.13,5,2,0,0,0
512,"M",1,0,3,3,3,3,6,6,3,3,3,3,10,8,8,7,8,0,6,2,0,0,0
513,"M",3,0,3,3,2,4,9,4,3,3,3,3,10,8,5,3,6,0.11,1,5,0,0,0
514,"M",2,0,2,3,3,3,6,6,3,3,3,3,10,8,6,8,6,0.19,2,1,0,0,0
515,"M",1,0,4,2,3,4,6,6,3,3,3,3,10,8,7,4,5,-0.19,2,1,0,0,0
